2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:01,494 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:01,495 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:01,495 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:34:33,211 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:33,216 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:33,217 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:37:27,194 - BinaryFileReader - INFO - Starting to read binary file: data\customers.binary
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:37:27,196 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:37:27,196 - BinaryFileReader - WARNING - File size (600000 bytes) is not a multiple of record size (298 bytes). 126 trailing bytes detected. Expected size: 599874 bytes. File may be truncated or corrupted.
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1775, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1776, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1777, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1778, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1779, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1780, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1781, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1782, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1783, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1784, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1785, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1786, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1787, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1788, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1789, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1790, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1791, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1792, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1793, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1794, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1795, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1796, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1797, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1798, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1799, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1803, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1932, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1933, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1934, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1935, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1936, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1937, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1938, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1939, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1940, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1941, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1942, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1943, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1944, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1945, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1946, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1947, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1948, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1949, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1953, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1954, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1955, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1956, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1957, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1958, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1959, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1960, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1961, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1962, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1963, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1964, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1965, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1966, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1967, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1968, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1969, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1970, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1971, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1972, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1973, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1974, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1975, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1976, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1977, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1978, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1979, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1980, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1981, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1982, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1983, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1984, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1985, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1986, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1987, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1988, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1989, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1990, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1991, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1992, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1993, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1994, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1995, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1996, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1997, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1998, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1999, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2000, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2001, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2002, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2003, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2004, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2005, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2006, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 2007, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - WARNING - Record 2008, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - WARNING - Record 2009, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - WARNING - Record 2010, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - WARNING - Record 2011, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - WARNING - Record 2012, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - WARNING - Record 2013, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:06 - BinaryFileReader - ERROR - Record 2014 at offset 599874: Incomplete read - got 126 bytes, expected 298
2025-12-29 11:29:06 - BinaryFileReader - INFO - ======================================================================
2025-12-29 11:29:06 - BinaryFileReader - INFO - Completed reading 2,014 records
2025-12-29 11:29:06 - BinaryFileReader - INFO - Valid records: 2,013
2025-12-29 11:29:06 - BinaryFileReader - INFO - Invalid records: 1
2025-12-29 11:29:06 - BinaryFileReader - INFO - Success rate: 99.95%
2025-12-29 11:29:06 - BinaryFileReader - INFO - Errors: 1
2025-12-29 11:29:06 - BinaryFileReader - INFO - Warnings: 1
2025-12-29 11:29:06 - BinaryFileReader - INFO - ======================================================================
2025-12-29 11:32:06 - BinaryFileReader - INFO - BinaryFileReader initialized with schema: My Data Structure
2025-12-29 11:32:06 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-29 11:32:06 - BinaryFileReader - INFO - Fields: customer_id, first_name, last_name, email, phone, city, state, zip_code, registration_date
2025-12-29 11:32:06 - BinaryFileReader - INFO - ======================================================================
2025-12-29 11:32:06 - BinaryFileReader - INFO - Starting binary file read: data\customers.binary
2025-12-29 11:32:06 - BinaryFileReader - INFO - Schema: My Data Structure
2025-12-29 11:32:06 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-29 11:32:06 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-29 11:32:06 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-29 11:32:06 - BinaryFileReader - INFO - ======================================================================
2025-12-29 11:32:06 - BinaryFileReader - WARNING - File size (600000 bytes) is not a multiple of record size (298 bytes). 126 trailing bytes detected. Expected size: 599874 bytes. File may be truncated or corrupted.
2025-12-29 11:32:06 - BinaryFileReader - INFO - File size: 600,000 bytes
2025-12-29 11:32:06 - BinaryFileReader - INFO - Expected records: 2,013
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 128, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 129, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 130, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 131, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 132, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 133, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 134, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 135, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 136, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 137, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 138, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 139, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 140, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 141, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 142, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 143, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 144, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 145, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 146, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 147, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 148, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 149, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 153, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 154, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 155, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 156, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 157, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 158, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 159, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 160, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 161, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 162, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 163, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 164, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 165, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 166, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 167, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 168, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 169, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 170, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 171, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 172, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 173, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 174, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 175, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 176, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 177, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 178, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 179, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 180, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 181, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 182, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 183, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 184, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 185, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 186, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 187, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 188, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 189, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 190, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 191, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 192, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 193, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 194, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 195, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 196, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 197, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 198, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 199, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 200, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 201, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 202, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 203, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 204, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 205, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 206, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 207, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 208, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 209, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 210, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 211, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 212, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 213, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 214, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 215, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 216, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 217, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 218, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 219, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 220, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 221, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 222, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 223, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 224, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 225, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 226, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 227, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 228, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 229, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 230, field 'email': Failed to decode with ascii, using fallback latin-1
